,0,1,2,3,4,5,6,7
200,"6,3",92%,Chloe Okuno,Zack Ford,Una joven se muda a un nuevo piso con su prometido solo para ser atormentada por la sensación de que un observador invisible la acecha en un edificio adyacente.,"Drama
Suspense",1h 36min,El extraño
201,"7,0",40%,Anup Bhandari,Anup Bhandari,"Hace casi medio siglo, un pueblo remoto en medio de una selva tropical comienza a ser testigo de una serie de eventos inexplicables que atribuyen a lo sobrenatural.","Acción
Crimen
Drama",2h 28min,VR (Vikrant Rona)
202,"6,7",89%,Andy Muschietti,Christina Hodson,"Flash, el héroe más rápido, viaja a una línea temporal en que la Tierra está en crisis y sus héroes perdidos o dispersados.","Acción
Aventura
Fantasía",2h 24min,Flash
203,"6,4",98%,Martin Bourboulon,Matthieu Delaporte,"D'Artagnan se ve obligado a unir fuerzas con Milady para salvar a Constance, secuestrada ante sus ojos. Pero mientras se declara la guerra y Athos, Porthos y Aramis se han unido al frente, un secreto del pasado hace añicos viejas alianzas.","Acción
Aventura
Drama",1h 55min,Los tres mosqueteros: Milady
204,"6,7",87%,Martin Bourboulon,Matthieu Delaporte,"D'Artagnan intenta salvar a una joven víctima de un secuestro. La búsqueda de los secuestradores le llevan a una alianza con Athos, Porthos y Aramis, tres de los mosqueteros del rey, mientras luchan para detener la guerra.","Acción
Aventura
Historia",2h 1min,Los tres mosqueteros: D'Artagnan
205,"7,4",48%,Robin Goode,Daniel Levi,Two brothers are torn apart after they steal a bag of money and are hunted down by a ruthless killer.,"Acción
Drama
Suspense",1h 52min,Free State
206,"7,2",9%,John Francis Daley,Jonathan Goldstein,"Un encantador ladrón y un grupo de aventureros poco comunes, emprenden una búsqueda épica para recuperar una reliquia perdida, pero las cosas se complican peligrosamente cuando se encuentran con las personas equivocadas.","Acción
Aventura
Comedia",2h 14min,Dungeons & Dragons: Honor entre ladrones
207,"6,7",73%,Benjamin Renner,Mike White,Una familia de patos intenta convencer a su sobreprotector padre para que se vaya de vacaciones.,"Animación
Aventura
Comedia",1h 23min,Migración: Un viaje patas arriba
208,"7,0",29%,Aaron Horvath,Matthew Fogel,"Un fontanero llamado Mario viaja a través de un laberinto subterráneo con su hermano, Luigi, tratando de salvar a una princesa capturada.","Animación
Aventura
Comedia",1h 32min,Super Mario Bros.: La película
209,"4,4",94%,Calmatic,Jamal Olori,Un estudiante de instituto decide organizar una fiesta en casa mientras sus padres están fuera.,Comedia,1h 40min,House Party
210,"6,8",64%,Rajkumar Santoshi,Sanjeev,A light comedy about a good-for-nothing boy who falls in love with a studious girl from a conservative family. Thus the funny conflict and situations that pop up.,"Comedia
Drama
Romance",2h 2min,Bad Boy
211,"6,7",84%,Francis Lawrence,Michael Lesslie,Coriolanus Snow ejerce de mentor y desarrolla sentimientos hacia la tributo femenina del Distrito 12 durante los X Juegos del Hambre.,"Acción
Aventura
Drama",2h 37min,Los juegos del hambre: Balada de pájaros cantores y serpientes
212,"6,8",73%,Blitz Bazawule,Marcus Gardley,Adaptación musical de la novela de Alice Walker sobre las luchas de toda una vida de una mujer afroamericana que vive en el sur a principios del siglo XX.,"Drama
Musical",2h 21min,El color púrpura
213,"6,5",84%,George C. Wolfe,Julian Breece,El activista Bayard Rustin se enfrenta al racismo y la homofobia cuando ayuda a cambiar el curso de la historia de los derechos civiles orquestando la Marcha sobre Washington de 1963.,"Biografía
Drama
Historia",1h 46min,Rustin
214,"6,5",46%,Peter Pontikis,Peter Pontikis,It tells the story of a boy from a socially deprived suburb who is forced to help his friend out of trouble with the local 'gang'. This risks changing the course of his life and sending him to a path that he did not choose himself.,Crimen,1h 35min,Bullets
215,"6,1",89%,Hideaki Anno,Hideaki Anno,"Hongo Takeshi se despierta y descubre que ha sido transformado en un ciborg híbrido de saltamontes. Convertido en el Jinete Enmascarado, debe luchar contra la misteriosa y malvada organización Shocker para proteger a toda la humanidad.","Acción
Aventura
Drama",2h 1min,Shin Kamen Raidâ
216,"5,0",31%,Brit McAdams,Brit McAdams,"Carl Nargle, el pintor de la Televisión Pública No. 1 de Vermont, convencido de que lo tiene todo, una furgoneta personalizada y admiradores colgados con cada una de sus tomas hasta que un artista más joven le roba todo.","Comedia
Drama",1h 36min,Paint
217,"6,6",65%,Abbe Hassan,Kristoffer CrasAbbe Hassan,A professional smuggler tries to save a 12-year-old girl whose family has gone missing in the Syrian war.,Drama,1h 42min,Exodus
218,"6,6",92%,Denizhan Akbaba,Emirhan Akbaba,The wizards try to defeat enemies from another world.,"Acción
Aventura
Drama",1h 10min,Return of the Dark
219,"5,7",50%,Johan Renck,Jaroslav Kalfar,"Jakub Procházka, huérfano y criado en el campo por sus abuelos, supera todas las adversidades y se convierte en el primer astronauta del país.","Aventura
Drama
Ciencia ficción",1h 47min,El astronauta
220,"6,8",96%,Michael Sarnoski,Michael Sarnoski,"Sigue a una mujer mientras atraviesa los aterradores primeros minutos de la invasión alienígena en la ciudad más ruidosa del mundo, Nueva York.","Drama
Terror
Ciencia ficción",1h 39min,Un lugar tranquilo: Día 1
221,"7,4",0%,Rafael Portillo,Rafael Portillo,"To save his dying son, Joseph (Tom Sizemore) descends into the criminal underworld controlled by Pancho (Robert LaSardo).",Crimen,23min,The Donor
222,"4,8",40%,Aishwarya Dhanush,Aishwarya Dhanush,"A reckless townsman tries to mend his thug ways ends up resurrecting himself and proves to be worthy of the world, in the eyes of the same people who chased him away.","Acción
Drama
Deporte",2h 30min,Lal Salaam
223,"7,0",48%,Sarik Andreasyan,Aleksey Gravitskiy,"Evgeniy Onegin lives in grand style: balls, receptions, theater premieres and other entertainment that the capital can offer a young man. But social life has long tired him, so he perceives the news of the illness of his uncle living in the village as an opportunity to escape from the disgusting world. However, having reached the estate, Onegin learns about the death ... Leer todo",Drama,2h 21min,Onegin
224,"5,4",99%,Laurent Nègre,Mohcine BesriLaurent Nègre,"Mistaken for a dangerous Islamist, Saadi - a regular guy who happens to be an illegal Arab immigrant - sets out on the most dangerous day of his life. A satirical and thrilling comedy where a wrongly accused suspect gets mixed up in a worldwide terrorist plot.",Acción,1h 40min,Opération Casablanca
225,"8,8",87%,Christopher Nolan,Christopher Nolan,"A un ladrón que roba secretos corporativos a través del uso de la tecnología de compartir sueños, se le da la tarea de implantar una idea en la mente de un jefe de una gran empresa.","Acción
Aventura
Ciencia ficción",2h 28min,Origen
226,"4,4",44%,Chris Witherspoon,Chris Witherspoon,"A thirty something man who lives in a suburb just outside of Portland says goodbye to his beautiful and loving wife and heads into town. There he unintentionally provokes the wrath of a mysterious motorcyclist. The confrontation between the two, sets in motion a day long battle. Beginning in the form of harmless taunts then quickly escalating into something more serio... Leer todo","Acción
Drama
Terror",1h 25min,Rage
227,"5,6",3%,Joel Schumacher,Jordan Melamed,"Un joven traficante de droga ve su vida desmoronarse tras el asesinato de su primo, que resulta en la detención de su mejor amigo.","Acción
Drama
Suspense",1h 33min,Twelve
228,"6,5",88%,Ian Sharp,Nicolas van Pallandt,"An Afrikaner Boer War veteran immigrates to New Zealand. Hired to track a fugitive accused of killing a soldier, he captures him but learns he's innocent. Faced with turning him in or freeing him, only one will survive.","Acción
Aventura
Drama",1h 42min,Tracker
229,"6,3",40%,Anton Corbijn,Rowan Joffe,Un asesino se esconde en Italia para una última misión.,"Acción
Crimen
Drama",1h 45min,El americano
230,"6,3",69%,Daniel Lee,Daniel Lee,A kung fu thriller set during the Ming Dynasty and centered on a secret service agent (Donnie Yen) in the emperor's court who is betrayed and then hunted by his colleagues.,"Acción
Historia
Suspense",1h 54min,14 espadas
231,"5,1",100%,Mark McQueen,Bart Ruspoli,"Mientras el mundo sucumbe a un apocalipsis zombie, Cole, un mercenario endurecido, persigue a la única persona que puede proporcionar una cura.","Acción
Terror",1h 36min,Devil's Playground
232,"6,8",61%,Takeshi Kitano,Takeshi Kitano,"El jefe de un importante sindicato del crimen ordena a su lugarteniente que ponga orden en una banda de traficantes de drogas, un trabajo que pasa a su sufrido subordinado.","Acción
Crimen
Drama",1h 49min,Outrage
233,"5,9",36%,David N. Donihue,David N. Donihue,"A Groundbreaking interactive DVD that plays like a video version of the ""Choose Your Own Adventure Books"" as the story follows 21 Year old Eric (the character whom the audience makes choices for) as he deals with a skull crunching breakup. Eric is a struggling musician who works a side job and just broke up with the greatest love of his life, the somewhat insane yet a... Leer todo","Acción
Aventura
Comedia",5h 10min,The Weathered Underground
234,"2,9",66%,Roel Reiné,Roel Reiné,"Two young couples are tapped in a car with a grizzly bear attacking them. As they battle the creature, and contemplate their uncertain fate, secrets begin to emerge that begin to tear the group apart before the bear.","Acción
Aventura
Drama",1h 18min,Bear
235,"5,6",85%,Jorma Taccone,Will Forte,"El ex agente especial MacGruber es llamado de nuevo a la acción para acabar con su archienemigo, Dieter Von Cunth, quien tiene bajo su posesión una ojiva nuclear y está decidido a destruir Washington, D.C.","Acción
Comedia",1h 30min,MacGruber
236,"4,8",91%,Raul Inglis,Raul Inglis,A security guard uncovers more than he bargained for.,"Acción
Aventura
Crimen",1h 40min,Transparency
237,"4,1",54%,Mark Laurnoff,Mike Calendrillo,The cost of protecting our freedom some times results in even a great nation doing terrible things. The United States is in an elevated state of panic over the recent terrorist plots around the world. The president has called for a black ops mission inside Mexico to find a suspected terrorist drop point. Once in Mexico the team of five special forces soldiers find not... Leer todo,"Acción
Terror
Ciencia ficción",1h 30min,Terrible Things
238,"5,4",99%,Laurent Nègre,Mohcine BesriLaurent Nègre,"Mistaken for a dangerous Islamist, Saadi - a regular guy who happens to be an illegal Arab immigrant - sets out on the most dangerous day of his life. A satirical and thrilling comedy where a wrongly accused suspect gets mixed up in a worldwide terrorist plot.",Acción,1h 40min,Opération Casablanca
239,"7,5",91%,Marius Holst,Mette M. BølstadLars Saabye ChristensenDennis Magnusson,"Norwegian winter, early 20th century. On the boys home Bastoy, a new inmate leads the boys to a violent uprising against a brutal regime. How far is he willing to go to attain freedom?",Acción,1h 56min,La isla de los olvidados
240,"2,3",93%,Andrew Wiest,John Bunyan,"A child lives with a group of misfits in a junkyard, stealing to survive. When a travelling preacher tells him that his father is alive, he must leave his family of thieves and venture into the wilderness in search of a better life.","Acción
Aventura
Drama",1h 48min,The Wylds
241,"6,9",79%,Sheng Ding,Jackie Chan,Un viejo soldado secuestra a un joven general de un estado enemigo y lo lleva en un largo viaje para conseguir la recompensa.,"Acción
Aventura
Comedia",1h 36min,Pequeño gran guerrero
242,"3,9",9%,Mo Ali,Paul Van Carter,"An action film for the youth generation, set in a decaying future London. A gang set out on a chase to avenge the murder of one of their own.","Acción
Comedia
Crimen",1h 30min,Shank
243,"7,7",89%,Nathan Greno,Dan Fogelman,"La joven Rapunzel, de pelo largo y mágico, ha pasado toda su vida en una torre, pero ahora que un ladrón fugitivo ha tropezado con ella, está a punto de descubrir el mundo por primera vez, y quién es en realidad.","Animación
Aventura
Comedia",1h 40min,Enredados
244,"7,6",82%,Edgar Wright,Michael Bacall,Scott Pilgrim debe derrotar a los malévolos siete ex novios de su nueva novia para ganar su corazón.,"Acción
Comedia
Fantasía",1h 52min,Scott Pilgrim contra el mundo
245,"5,5",74%,Alexandre Aja,Pete Goldfinger,Un terremoto submarino libera a una especie prehistórica de pez carnívoro y un grupo de desconocidos une fuerzas para evitar convertirse en su comida.,"Comedia
Terror",1h 28min,Piraña 3D
246,"7,4",94%,Chris Hummel,Holly Payberg-TorroijaSteve RuffVicki Ruff,The con man gets conned in this family friendly action-comedy about finding your inner superhero.,Comedia,1h 28min,The Guardians
247,"6,3",57%,Mike Mitchell,Josh Klausner,Rumpelstiltskin engaña a un Shrek agobiado por su crisis de mediana edad para que se borre a si mismo de la existencia y se lance en una oscura línea temporal alternativa donde Rumpel gobierna supremamente.,"Animación
Aventura
Comedia",1h 33min,"Shrek, felices para siempre"
248,"8,1",99%,Dean DeBlois,William Davies,"Un desventurado joven vikingo, que aspira a cazar dragones, se convierte en el improbable amigo de un joven dragón, y aprende que puede haber más en las criaturas de lo que suponía.","Animación
Acción
Aventura",1h 38min,Cómo entrenar a tu dragón
249,"5,3",44%,Edward McHenry,Edward McHenry,A satirical alternative history of World War II where the Nazis seize London and England must band together to prevent a full-on invasion.,"Animación
Comedia
Ciencia ficción",1h 31min,Jackboots on Whitehall
250,"5,5",9%,Paul Weitz,Greg Glienna,"El patriarca familiar Jack Byrnes quiere nombrar un sucesor. ¿Tiene su yerno, el enfermero Greg Focker, lo que se necesita?","Comedia
Romance",1h 38min,Ahora los padres son ellos
251,"5,5",9%,Paul Weitz,Greg Glienna,"El patriarca familiar Jack Byrnes quiere nombrar un sucesor. ¿Tiene su yerno, el enfermero Greg Focker, lo que se necesita?","Comedia
Romance",1h 38min,Ahora los padres son ellos
252,"5,1",34%,Erik White,Abdul Williams,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million.,Comedia,1h 39min,Lottery ticket
253,"7,3",73%,Tom McGrath,Alan Schoolcraft,"El supervillano Megamind finalmente derrota a su némesis: el superhéroe Metro Man. Pero sin un héroe, pierde todo propósito y debe dar un nuevo sentido a su vida.","Animación
Acción
Aventura",1h 35min,Megamind
254,6.7,49%,Joe Carnahan,Joe Carnahan,"A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.","Action
Adventure
Crime",1h 57m,The A-Team
255,6.6,36%,Mike Newell,Boaz Yakin,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,"Action
Adventure
Fantasy",1h 56m,Prince of Persia: The Sands of Time
256,6.8,87%,Tony Scott,Mark Bomback,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.","Action
Thriller",1h 38m,Unstoppable
257,6.2,48%,Sylvain White,Peter Berg,"A CIA special forces team is betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.","Action
Adventure
Comedy",1h 37m,The Losers
258,5.8,27%,Louis Leterrier,Travis Beacham,"Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.","Action
Adventure
Fantasy",1h 46m,Clash of the Titans
259,4.0,80%,Mark Hazen Kelly,Mark Hazen Kelly,Two young boys and a girl commit a diamond robbery on Halloween. During escape the girl is fatally shot. One of the boys knows a doctor (Jeremy London) who has a private clinic in his house. They decide to go to his house instead of the hospital where they will expect the police. They enter the house quietly with no drama. But when the doctor tells them she needs an a... Read all,Thriller,1h 18m,House Under Siege
260,4.0,5%,M. Night Shyamalan,M. Night Shyamalan,"Aang, a young successor to a long line of Avatars, must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.","Action
Adventure
Family",1h 43m,The Last Airbender
261,6.5,62%,Phillip Noyce,Kurt Wimmer,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,"Action
Thriller",1h 40m,Salt
262,6.1,40%,Jon Turteltaub,Lawrence Konner,A protege of the magician Merlin must train his teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.,"Action
Adventure
Family",1h 49m,The Sorcerer's Apprentice
263,6.2,33%,Sngmoo Lee,Sngmoo Lee,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,"Action
Drama
Fantasy",1h 40m,The Warrior's Way
264,6.8,47%,Albert Hughes,Gary Whitta,"A drifter fights his way across a ravaged, post-apocalyptic America while protecting a sacred book that holds the secrets to humanity's salvation.","Action
Adventure
Drama",1h 58m,The Book of Eli
265,5.3,20%,Scott Stewart,Peter Schink,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.","Action
Fantasy
Horror",1h 40m,Legion
266,4.1,0%,Andrey Konchalovskiy,Andrey Konchalovskiy,"In 1920s Vienna, a young girl receives a magical doll on Christmas Eve.","Action
Family
Fantasy",1h 50m,The Nutcracker: The Untold Story
267,6.3,21%,Miguel Sapochnik,Eric Garcia,"Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed.","Action
Sci-Fi
Thriller",1h 51m,Repo Men
268,4.7,12%,Jimmy Hayward,Mark Neveldine,"In exchange for his freedom, bounty hunter Jonah Hex must track down a terrorist with a superweapon.","Action
Drama
Fantasy",1h 21m,Jonah Hex
269,5.8,80%,Chris D'Arienzo,Chris D'Arienzo,"Barry Munday wakes up after being attacked to realize that he's missing his family jewels. To make matters worse, he learns he's facing a paternity lawsuit filed by a woman he can't remember having sex with.","Comedy
Drama
Romance",1h 35m,Family Jewels
270,6.5,70%,Elizabeth Allen Rosenbaum,Laurie Craig,"An adventurous young girl uses her imagination to escape her reality, that is quickly spinning out of reach.","Comedy
Drama
Family",1h 44m,Ramona and Beezus
271,6.7,49%,Edward Zwick,Charles Randolph,"In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease.","Comedy
Drama
Romance",1h 52m,Love & Other Drugs
272,6.2,80%,Tanya Hamilton,Tanya Hamilton,"In 1976, complex political and emotional forces are set in motion when a young man returns to the race-torn Philadelphia neighborhood where he came of age during the Black Power movement.","Drama
Romance",1h 30m,Night Catches Us
273,5.8,33%,Joe Johnston,Andrew Kevin Walker,"Upon his return to his ancestral homeland, an American man is bitten and subsequently cursed by a werewolf.","Drama
Fantasy
Horror",1h 43m,The Wolfman
274,6.0,7%,Géla Babluani,Géla Babluani,"A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.","Crime
Drama
Thriller",1h 31m,13
275,7.7,55%,Rob Reiner,Rob Reiner,Two eighth-graders start to have feelings for each other despite being total opposites.,"Comedy
Drama
Romance",1h 30m,Flipped
276,7.0,93%,Lisa Cholodenko,Lisa Cholodenko,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,"Comedy
Drama
Romance",1h 46m,The Kids Are All Right
277,7.5,92%,Ben Affleck,Peter Craig,A proficient group of thieves rob a bank and hold an assistant manager hostage. Things begin to get complicated when one of the crew members falls in love with her.,"Crime
Drama
Thriller",2h 5m,The Town
278,6.1,53%,Josh Gordon,Jeffrey Eugenides,"Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy.","Comedy
Drama
Romance",1h 41m,The Switch
279,6.5,42%,Gary Winick,Jose Rivera,"Sophie travels to Verona where she finds an old unanswered letter asking for love advice. She answers it and when the recipient shows up along with her grumpy grandson, they head off to find the old long lost love while a young love sparks","Adventure
Comedy
Drama",1h 45m,Letters to Juliet
280,7.1,76%,Larysa Kondracki,Larysa Kondracki,"A drama based on the experiences of Kathryn Bolkovac, a Nebraska cop who served as a peacekeeper in post-war Bosnia and outed the U.N. for covering up a sex trafficking scandal.","Biography
Crime
Drama",1h 52m,The Whistleblower
281,6.1,0%,Il Lim,Il Lim,A man named Flyn (Il Lim) is on a mission to kill the men who raped his wife Olivia (Leelee Sobieski). Flyn will have a double life as a killer and as a husband.,Crime,R,Acts of Violence
282,5.2,94%,Antoine Blossier,Antoine BlossierErich Vogel,"PREY tells the story of Nathan (BEAU TRAVAIL'S Gregoire Colin) who is at a countryside retreat for a Fall family reunion that he expects to be particularly stormy. Claire, his wife, has to announce her pregnancy and there are tough decisions that need to be made to prevent the family's pesticides business from closing down. But on the first night that the family gathe... Read all",Adventure,1h 30m,Prey
283,7.0,87%,John Cameron Mitchell,David Lindsay-Abaire,Life for a happy couple is turned upside down after their young son dies in an accident.,Drama,1h 31m,Rabbit Hole
284,8.0,85%,Darren Aronofsky,Mark Heyman,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.","Drama
Thriller",1h 48m,Black Swan
285,6.1,56%,Michael Winterbottom,John Curran,A West Texas Deputy Sheriff is slowly unmasked as a psychotic killer.,"Crime
Drama
Mystery",1h 49m,The Killer Inside Me
286,6.6,44%,Ridley Scott,Brian Helgeland,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.","Action
Adventure
Drama",2h 20m,Robin Hood
287,7.8,91%,David O. Russell,Scott Silver,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.","Action
Biography
Drama",1h 56m,The Fighter
288,6.9,56%,Robert Redford,James D. Solomon,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.","Crime
Drama
History",2h 2m,The Conspirator
289,4.5,75%,Rob Schneider,Boon Collins,A man finally finds faith in himself after the rest of world puts its faith in him; the sole being on earth who can save mankind from its own destruction - The Chosen One.,"Comedy
Drama",PG-13,The Chosen One
290,6.8,79%,Doug Liman,Jez Butterworth,CIA operative Valerie Plame discovers her identity is allegedly leaked by the government as payback for an op-ed article her husband wrote criticizing the Bush administration.,"Biography
Drama
Thriller",1h 48m,Fair Game
291,4.7,9%,Brooks Branch,Brooks Branch,"NYC, 1979: Gabriel and Annie's marriage is falling apart with only their daughter holding it together. Gabriel quits his architect job to become a playwright, writing about his life. Annie and Liz leave.","Comedy
Drama
Romance",1h 37m,Multiple Sarcasms
292,6.4,72%,Paul T. Scheuring,Paul T. Scheuring,26 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.,"Drama
Thriller",1h 36m,The Experiment
293,6.0,44%,Jon Favreau,Roberto Orci,"A spaceship arrives in 1873 Arizona to take over the Earth, starting with the Wild West region. All that stands in their way: a posse of cowboys and natives.","Action
Drama
Sci-Fi",1h 59m,Cowboys & Aliens
294,6.9,80%,Joe Johnston,Christopher Markus,"Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.","Action
Adventure
Sci-Fi",2h 4m,Captain America: The First Avenger
295,6.5,53%,Simon West,Richard Wenk,An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.,"Action
Crime
Thriller",1h 33m,The Mechanic
296,5.4,11%,Dominic Sena,Bragi F. Schut,"14th-century knights transport a suspected witch to a monastery, where monks deduce that her powers could be the source of the Black Plague.","Action
Adventure
Fantasy",1h 35m,Season of the Witch
297,7.0,77%,Kenneth Branagh,Ashley Miller,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.","Action
Fantasy",1h 55m,Thor
298,5.1,67%,Marcus Nispel,Thomas Dean Donnelly,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,"Action
Adventure
Fantasy",1h 53m,Conan the Barbarian
299,5.7,15%,Scott Stewart,Cory Goodman,A warrior priest disobeys church law to track down a pack of vampires who have kidnapped his niece.,"Action
Fantasy
Horror",1h 27m,Priest
300,6.1,61%,Kevin Smith,Kevin Smith,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.","Action
Horror
Thriller",1h 28m,Red State
301,6.1,22%,Zack Snyder,Zack Snyder,A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,"Action
Adventure
Fantasy",1h 50m,Sucker Punch
302,7.3,75%,Steven Spielberg,Hergé,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,"Animation
Action
Adventure",1h 47m,The Adventures of Tintin: The Secret of the Unicorn
303,6.2,39%,Kevin Macdonald,Jeremy Brock,"In Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden emblem.","Action
Adventure
Drama",1h 54m,The Eagle
304,4.3,19%,Mark Neveldine,Scott M. Gimple,"Johnny Blaze, tortured by the Ghost Rider's curse, gets a chance of redemption through protecting the Devil's son, whose father is pursuing him.","Action
Fantasy
Thriller",1h 36m,Ghost Rider: Spirit of Vengeance
305,4.9,11%,Chris Gorak,Jon Spaihts,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.","Action
Adventure
Horror",1h 29m,The Darkest Hour
306,5.5,25%,Martin Campbell,Greg Berlanti,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.","Action
Adventure
Sci-Fi",1h 54m,Green Lantern
307,6.1,29%,Roger Donaldson,Todd Hickey,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score. Then he discovers they want a 'favor' from him in return.","Action
Crime
Drama",1h 45m,Justice
308,5.7,37%,Jonathan Liebesman,Christopher Bertolini,A squad of U.S. Marines becomes the last line of defense against a global invasion.,"Action
Adventure
Sci-Fi",1h 56m,Battle: Los Angeles
309,7.4,93%,Brad Bird,Bruce Geller,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.","Action
Adventure
Thriller",2h 12m,Mission: Impossible - Ghost Protocol
310,6.1,43%,Jonathan English,Jonathan English,"In thirteenth-century England, a Knights Templar and a few of the Barons men fight to defend Rochester Castle against the tyrannical King John.","Action
Drama
History",2h 1m,Ironclad
311,6.0,49%,Tarsem Singh,Charley Parlapanides,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.","Action
Drama
Fantasy",1h 50m,Immortals
312,7.7,86%,Matthew Vaughn,Ashley Miller,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.","Action
Sci-Fi",2h 11m,X-Men: First Class
313,7.1,63%,Farhan Akhtar,Farhan Akhtar,"Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin.","Action
Crime
Thriller",2h 28m,Don 2
314,6.1,51%,Bruce Robinson,Bruce Robinson,American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.,"Comedy
Drama",1h 59m,The Rum Diary
315,5.9,55%,Kelly Asbury,Andy Riley,"Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?","Animation
Adventure
Comedy",1h 24m,Gnomeo & Juliet
316,6.6,86%,Chris Miller,Tom Wheeler,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.","Animation
Action
Adventure",1h 30m,Puss in Boots
317,5.4,21%,Raja Gosnell,J. David Stem,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.","Animation
Adventure
Comedy",1h 43m,The Smurfs
318,6.2,67%,Brett Ratner,Adam Cooper,"When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.","Action
Comedy
Crime",1h 44m,Tower Heist
319,5.9,33%,Bobby Farrelly,Pete Jones,"Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want.","Comedy
Romance",1h 45m,Hall Pass
320,6.0,23%,Mark Mylod,Karyn Bosnak,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,"Comedy
Romance",1h 46m,What's Your Number?
321,3.3,3%,Dennis Dugan,Ben Zook,"Family guy, Jack Sadelstein, prepares for the annual event he always dreads--the Thanksgiving visit of his fraternal twin sister, the needy, and passive-aggressive Jill, who then refuses to leave.",Comedy,1h 31m,Jack and Jill
